,Fossil Gas,Nuclear,Solar,Wind Onshore
2015-04-12 23:00:00+02:00,0.0,,0.0,0.011
2015-04-13 00:00:00+02:00,0.0,,0.0,0.022
2015-04-13 01:00:00+02:00,0.0,,0.0,0.033
2015-04-13 02:00:00+02:00,0.0,,0.0,0.033
2015-04-13 03:00:00+02:00,0.0,,0.0,0.033
2015-04-13 04:00:00+02:00,0.0,,0.0,0.022
2015-04-13 05:00:00+02:00,0.0,,0.0,0.022
2015-04-13 06:00:00+02:00,0.0,,0.0,0.022
2015-04-13 07:00:00+02:00,0.0,,0.0,0.022
2015-04-13 08:00:00+02:00,0.0,,0.0,0.022
2015-04-13 09:00:00+02:00,0.0,,0.0,0.022
2015-04-13 10:00:00+02:00,0.0,,0.0,0.011
2015-04-13 11:00:00+02:00,0.0,,0.0,0.011
2015-04-13 12:00:00+02:00,0.0,,0.0,0.022
2015-04-13 13:00:00+02:00,0.0,,0.0,0.05499999999999999
2015-04-13 14:00:00+02:00,0.0,,0.0,0.077
2015-04-13 15:00:00+02:00,0.0,,0.0,0.066
2015-04-13 16:00:00+02:00,0.0,,0.0,0.05499999999999999
2015-04-13 17:00:00+02:00,0.0,,0.0,0.044
2015-04-13 18:00:00+02:00,0.0,,0.0,0.044
2015-04-13 19:00:00+02:00,0.0,,0.0,0.044
2015-04-13 20:00:00+02:00,0.0,,0.0,0.033
2015-04-13 21:00:00+02:00,0.0,,0.0,0.033
2015-04-13 22:00:00+02:00,0.0,,0.0,0.044
2015-04-13 23:00:00+02:00,0.0,,0.0,0.05499999999999999
2015-04-14 00:00:00+02:00,0.0,,0.0,0.033
2015-04-14 01:00:00+02:00,0.0,,0.0,0.022
2015-04-14 02:00:00+02:00,0.0,,0.0,0.022
2015-04-14 03:00:00+02:00,0.0,,0.0,0.011
2015-04-14 04:00:00+02:00,0.0,,0.0,0.011
2015-04-14 05:00:00+02:00,0.0,,0.0,0.022
2015-04-14 06:00:00+02:00,0.0,,0.0,0.022
2015-04-14 07:00:00+02:00,0.0,,0.41000000000000003,0.022
2015-04-14 08:00:00+02:00,0.0,,1.5170000000000001,0.011
2015-04-14 09:00:00+02:00,0.0,,2.829,0.011
2015-04-14 10:00:00+02:00,1.47,,4.018,0.011
2015-04-14 11:00:00+02:00,40.18,,4.838,0.011
2015-04-14 12:00:00+02:00,67.13,,5.33,0.0
2015-04-14 13:00:00+02:00,97.51,,5.453,0.0
2015-04-14 14:00:00+02:00,42.14,,5.248,0.0
2015-04-14 15:00:00+02:00,0.0,,4.715,0.011
2015-04-14 16:00:00+02:00,8.82,,3.895,0.022
2015-04-14 17:00:00+02:00,82.81,,2.665,0.022
2015-04-14 18:00:00+02:00,86.73,,1.312,0.022
2015-04-14 19:00:00+02:00,106.33,,0.328,0.011
2015-04-14 20:00:00+02:00,117.6,,0.0,0.011
2015-04-14 21:00:00+02:00,75.95,,0.0,0.011
2015-04-14 22:00:00+02:00,16.169999999999998,,0.0,0.011
2015-04-14 23:00:00+02:00,0.0,,0.0,0.022
2015-04-15 00:00:00+02:00,0.0,,0.0,0.022
2015-04-15 01:00:00+02:00,0.0,,0.0,0.022
2015-04-15 02:00:00+02:00,0.0,,0.0,0.022
2015-04-15 03:00:00+02:00,0.0,,0.0,0.022
2015-04-15 04:00:00+02:00,0.0,,0.0,0.022
2015-04-15 05:00:00+02:00,0.0,,0.0,0.022
2015-04-15 06:00:00+02:00,0.0,,0.0,0.022
2015-04-15 07:00:00+02:00,0.0,,0.451,0.033
2015-04-15 08:00:00+02:00,0.0,,1.722,0.033
2015-04-15 09:00:00+02:00,0.0,,3.198,0.033
2015-04-15 10:00:00+02:00,0.0,,4.551,0.022
2015-04-15 11:00:00+02:00,0.0,,5.453,0.022
2015-04-15 12:00:00+02:00,0.0,,5.904,0.011
2015-04-15 13:00:00+02:00,0.0,,5.945,0.022
2015-04-15 14:00:00+02:00,0.0,,5.658,0.011
2015-04-15 15:00:00+02:00,0.0,,4.838,0.033
