,Biomass
2015-02-05 10:00:00+01:00,284.0
2015-02-05 11:00:00+01:00,281.0
2015-02-05 12:00:00+01:00,281.0
2015-02-05 13:00:00+01:00,282.0
2015-02-05 14:00:00+01:00,250.0
2015-02-05 15:00:00+01:00,252.0
2015-02-05 16:00:00+01:00,251.0
2015-02-05 17:00:00+01:00,250.0
2015-02-05 18:00:00+01:00,249.0
2015-02-05 19:00:00+01:00,248.0
2015-02-05 20:00:00+01:00,248.0
2015-02-05 21:00:00+01:00,249.0
2015-02-05 22:00:00+01:00,249.0
2015-02-05 23:00:00+01:00,247.0
2015-02-13 00:00:00+01:00,298.0
2015-02-13 01:00:00+01:00,299.0
2015-02-13 02:00:00+01:00,298.0
2015-02-13 03:00:00+01:00,294.0
2015-02-13 04:00:00+01:00,300.0
2015-02-13 05:00:00+01:00,299.0
2015-02-13 06:00:00+01:00,300.0
2015-02-13 07:00:00+01:00,298.0
2015-02-13 08:00:00+01:00,296.0
2015-02-13 09:00:00+01:00,288.0
2015-02-13 10:00:00+01:00,306.0
2015-02-13 11:00:00+01:00,304.0
2015-02-13 12:00:00+01:00,306.0
2015-02-13 13:00:00+01:00,307.0
2015-02-13 14:00:00+01:00,295.0
2015-02-13 15:00:00+01:00,292.0
2015-02-13 16:00:00+01:00,295.0
2015-02-13 17:00:00+01:00,293.0
2015-02-13 18:00:00+01:00,295.0
2015-02-13 19:00:00+01:00,294.0
2015-02-13 20:00:00+01:00,293.0
2015-02-13 21:00:00+01:00,294.0
2015-02-13 22:00:00+01:00,296.0
2015-02-13 23:00:00+01:00,293.0
2015-02-14 00:00:00+01:00,293.0
2015-02-14 01:00:00+01:00,295.0
2015-02-14 02:00:00+01:00,296.0
2015-02-14 03:00:00+01:00,304.0
2015-02-14 04:00:00+01:00,311.0
2015-02-14 05:00:00+01:00,282.0
2015-02-14 06:00:00+01:00,277.0
2015-02-14 07:00:00+01:00,299.0
2015-02-14 08:00:00+01:00,292.0
2015-02-14 09:00:00+01:00,293.0
2015-02-14 10:00:00+01:00,293.0
2015-02-14 11:00:00+01:00,291.0
2015-02-14 12:00:00+01:00,294.0
2015-02-14 13:00:00+01:00,308.0
2015-02-14 14:00:00+01:00,258.0
2015-02-14 15:00:00+01:00,279.0
2015-02-14 16:00:00+01:00,280.0
2015-02-14 17:00:00+01:00,281.0
2015-02-14 18:00:00+01:00,281.0
2015-02-14 19:00:00+01:00,282.0
2015-02-14 20:00:00+01:00,309.0
2015-02-14 21:00:00+01:00,304.0
2015-02-14 22:00:00+01:00,303.0
2015-02-14 23:00:00+01:00,277.0
2015-02-16 00:00:00+01:00,304.0
2015-02-16 01:00:00+01:00,310.0
2015-02-16 02:00:00+01:00,313.0
2015-02-16 03:00:00+01:00,314.0
2015-02-16 04:00:00+01:00,317.0
2015-02-16 05:00:00+01:00,316.0
2015-02-16 06:00:00+01:00,317.0
2015-02-16 07:00:00+01:00,313.0
2015-02-16 08:00:00+01:00,318.0
2015-02-16 09:00:00+01:00,287.0
2015-02-16 10:00:00+01:00,302.0
2015-02-16 11:00:00+01:00,299.0
2015-02-16 12:00:00+01:00,309.0
2015-02-16 13:00:00+01:00,310.0
2015-02-16 14:00:00+01:00,303.0
2015-02-16 15:00:00+01:00,305.0
2015-02-16 16:00:00+01:00,306.0
2015-02-16 17:00:00+01:00,305.0
2015-02-16 18:00:00+01:00,309.0
2015-02-16 19:00:00+01:00,300.0
2015-02-16 20:00:00+01:00,308.0
2015-02-16 21:00:00+01:00,310.0
2015-02-16 22:00:00+01:00,308.0
2015-02-16 23:00:00+01:00,310.0
2015-02-22 00:00:00+01:00,322.0
2015-02-22 01:00:00+01:00,317.0
2015-02-22 02:00:00+01:00,303.0
2015-02-22 03:00:00+01:00,293.0
2015-02-22 04:00:00+01:00,300.0
2015-02-22 05:00:00+01:00,304.0
2015-02-22 06:00:00+01:00,319.0
2015-02-22 07:00:00+01:00,322.0
2015-02-22 08:00:00+01:00,305.0
2015-02-22 09:00:00+01:00,307.0
2015-02-22 10:00:00+01:00,326.0
2015-02-22 11:00:00+01:00,323.0
2015-02-22 12:00:00+01:00,325.0
2015-02-22 13:00:00+01:00,324.0
2015-02-22 14:00:00+01:00,323.0
2015-02-22 15:00:00+01:00,322.0
2015-02-22 16:00:00+01:00,305.0
2015-02-22 17:00:00+01:00,322.0
2015-02-22 18:00:00+01:00,324.0
2015-02-22 19:00:00+01:00,322.0
2015-02-22 20:00:00+01:00,326.0
2015-02-22 21:00:00+01:00,324.0
2015-02-22 22:00:00+01:00,324.0
2015-02-22 23:00:00+01:00,320.0
2015-02-27 00:00:00+01:00,326.0
2015-02-27 01:00:00+01:00,330.0
2015-02-27 02:00:00+01:00,326.0
2015-02-27 03:00:00+01:00,321.0
2015-02-27 04:00:00+01:00,326.0
2015-02-27 05:00:00+01:00,330.0
2015-02-27 06:00:00+01:00,327.0
2015-02-27 07:00:00+01:00,324.0
2015-02-27 08:00:00+01:00,325.0
2015-02-27 09:00:00+01:00,327.0
2015-02-27 10:00:00+01:00,332.0
2015-02-27 11:00:00+01:00,330.0
2015-02-27 12:00:00+01:00,326.0
2015-02-27 13:00:00+01:00,328.0
2015-02-27 14:00:00+01:00,328.0
2015-02-27 15:00:00+01:00,325.0
2015-02-27 16:00:00+01:00,327.0
2015-02-27 17:00:00+01:00,329.0
2015-02-27 18:00:00+01:00,327.0
2015-02-27 19:00:00+01:00,329.0
2015-02-27 20:00:00+01:00,323.0
2015-02-27 21:00:00+01:00,319.0
2015-02-27 22:00:00+01:00,329.0
2015-02-27 23:00:00+01:00,329.0
