,Biomass
2015-01-10 08:00:00+01:00,306.0
2015-01-10 09:00:00+01:00,308.0
2015-01-10 10:00:00+01:00,309.0
2015-01-10 11:00:00+01:00,309.0
2015-01-10 12:00:00+01:00,310.0
2015-01-10 13:00:00+01:00,310.0
2015-01-10 14:00:00+01:00,308.0
2015-01-10 15:00:00+01:00,309.0
2015-01-10 16:00:00+01:00,309.0
2015-01-10 17:00:00+01:00,310.0
2015-01-10 18:00:00+01:00,309.0
2015-01-10 19:00:00+01:00,310.0
2015-01-10 20:00:00+01:00,311.0
2015-01-10 21:00:00+01:00,307.0
2015-01-10 22:00:00+01:00,305.0
2015-01-10 23:00:00+01:00,308.0
2015-01-13 00:00:00+01:00,306.0
2015-01-13 01:00:00+01:00,300.0
2015-01-13 02:00:00+01:00,302.0
2015-01-13 03:00:00+01:00,294.0
2015-01-13 04:00:00+01:00,300.0
2015-01-13 05:00:00+01:00,298.0
2015-01-13 06:00:00+01:00,298.0
2015-01-13 07:00:00+01:00,295.0
2015-01-13 08:00:00+01:00,298.0
2015-01-13 09:00:00+01:00,299.0
2015-01-13 10:00:00+01:00,299.0
2015-01-13 11:00:00+01:00,299.0
2015-01-13 12:00:00+01:00,304.0
2015-01-13 13:00:00+01:00,300.0
2015-01-13 14:00:00+01:00,301.0
2015-01-13 15:00:00+01:00,296.0
2015-01-13 16:00:00+01:00,299.0
2015-01-13 17:00:00+01:00,305.0
2015-01-13 18:00:00+01:00,305.0
2015-01-13 19:00:00+01:00,307.0
2015-01-13 20:00:00+01:00,319.0
2015-01-13 21:00:00+01:00,323.0
2015-01-13 22:00:00+01:00,320.0
2015-01-13 23:00:00+01:00,322.0
2015-01-25 00:00:00+01:00,291.0
2015-01-25 01:00:00+01:00,288.0
2015-01-25 02:00:00+01:00,295.0
2015-01-25 03:00:00+01:00,291.0
2015-01-25 04:00:00+01:00,291.0
2015-01-25 05:00:00+01:00,294.0
2015-01-25 06:00:00+01:00,289.0
2015-01-25 07:00:00+01:00,287.0
2015-01-25 08:00:00+01:00,288.0
2015-01-25 09:00:00+01:00,292.0
2015-01-25 10:00:00+01:00,295.0
2015-01-25 11:00:00+01:00,294.0
2015-01-25 12:00:00+01:00,293.0
2015-01-25 13:00:00+01:00,289.0
2015-01-25 14:00:00+01:00,288.0
2015-01-25 15:00:00+01:00,288.0
2015-01-25 16:00:00+01:00,289.0
2015-01-25 17:00:00+01:00,279.0
2015-01-25 18:00:00+01:00,275.0
2015-01-25 19:00:00+01:00,276.0
2015-01-25 20:00:00+01:00,282.0
2015-01-25 21:00:00+01:00,278.0
2015-01-25 22:00:00+01:00,280.0
2015-01-25 23:00:00+01:00,280.0
2015-01-29 00:00:00+01:00,257.0
2015-01-29 01:00:00+01:00,261.0
2015-01-29 02:00:00+01:00,267.0
2015-01-29 03:00:00+01:00,261.0
2015-01-29 04:00:00+01:00,256.0
2015-01-29 05:00:00+01:00,254.0
2015-01-29 06:00:00+01:00,253.0
2015-01-29 07:00:00+01:00,254.0
2015-01-29 08:00:00+01:00,260.0
2015-01-29 09:00:00+01:00,257.0
2015-01-29 10:00:00+01:00,262.0
2015-01-29 11:00:00+01:00,274.0
2015-01-29 12:00:00+01:00,276.0
2015-01-29 13:00:00+01:00,272.0
2015-01-29 14:00:00+01:00,275.0
2015-01-29 15:00:00+01:00,272.0
2015-01-29 16:00:00+01:00,273.0
2015-01-29 17:00:00+01:00,269.0
2015-01-29 18:00:00+01:00,264.0
2015-01-29 19:00:00+01:00,265.0
2015-01-29 20:00:00+01:00,261.0
2015-01-29 21:00:00+01:00,266.0
2015-01-29 22:00:00+01:00,271.0
2015-01-29 23:00:00+01:00,272.0
2015-01-30 00:00:00+01:00,255.0
2015-01-30 01:00:00+01:00,254.0
2015-01-30 02:00:00+01:00,259.0
2015-01-30 03:00:00+01:00,252.0
2015-01-30 04:00:00+01:00,256.0
2015-01-30 05:00:00+01:00,256.0
2015-01-30 06:00:00+01:00,253.0
2015-01-30 07:00:00+01:00,251.0
2015-01-30 08:00:00+01:00,255.0
2015-01-30 09:00:00+01:00,265.0
2015-01-30 10:00:00+01:00,268.0
2015-01-30 11:00:00+01:00,275.0
2015-01-30 12:00:00+01:00,268.0
2015-01-30 13:00:00+01:00,277.0
2015-01-30 14:00:00+01:00,274.0
2015-01-30 15:00:00+01:00,275.0
2015-01-30 16:00:00+01:00,276.0
2015-01-30 17:00:00+01:00,278.0
2015-01-30 18:00:00+01:00,279.0
2015-01-30 19:00:00+01:00,276.0
2015-01-30 20:00:00+01:00,265.0
2015-01-30 21:00:00+01:00,264.0
2015-01-30 22:00:00+01:00,263.0
2015-01-30 23:00:00+01:00,264.0
